"assmt_code","site_code","property","date","raca_adult","raca_juvenile","radr_adult","radr_juvenile","raxx_adult_or_juvenile","bubo_adult","bubo_juvenile","psre_adult","psre_juvenile","taxx_adult","taxx_juvenile","site_notes","egg_masses","personel","personel_count","ves_count","ves_start","ves_end","ves_time_mins","ves_person_mins","wet_m","pond_peri_steps","pond_peri_personel","pond_area","canopy","open_water","depth","trophic_state","veg_shoreline","trees_within_25m","cattle","secchi_1","secchi_2","secchi_3","temp","ph","conductivity","total_dissolved_solids","salinity","water_qual_date_time","dry"
"PRPND004_20230331","PRPND004","Pleasanton Ridge Regional Park",2023-03-31,0,0,0,0,0,2,0,4,0,0,NA,"2 PSRE adult, weird eggs (BUBO?)",NA,"CN, CM, SY, HH",4,"4","11:40","12:10",30,120,0.5,"163","CLN","1187.6","2","100",NA,"0","0",NA,0,36.2,23.2,38.3,16.5,8.6,"48.6 uS","35.6 ppm","0.03 ppt","3/31/23, 11:40 AM",0
"PRPND009_20230402","PRPND009","Pleasanton Ridge Regional Park",2023-04-02,0,0,0,0,0,0,0,36,0,0,NA,"BIG pond, PSRE tad, TATO tad, TASP eggs",NA,"CN, CM, SY, HH",4,"2 people 9 mins, 1 person 30 mins","13:40","14:10",30,39,0,"218","CLN","1080.1","0","100",NA,"0","10",NA,0,50,72,61.2,17.3,7.77,"59.3 uS","42.5 ppm","0.03 ppt",NA,0
"PRPND010_20230402","PRPND010","Pleasanton Ridge Regional Park",2023-04-02,0,0,0,0,0,2,0,2,0,0,NA,"HUGE! into ROAD! bottom coated w/ algae",NA,"CN, CM, SY, HH",4,"3","11:00","11:30",30,90,0,"229","CLN","2763.8","0","100",NA,"1","0",NA,0,53,61.2,47,13.9,6.81,"60.1 uS","42.5 ppm","0.03 ppt","4/2/23, 11:00 AM",0
"WEST_20230401","WEST","Blue Oak Ranch Reserve",2023-04-01,1,0,0,0,0,39,0,14,0,0,NA,"Night: frog chorus, huge pond!!; geese; stream feeding in. perimeter, area, veg, canopy, open, wet, cow, secchi done on 4/4/23",NA,"CN, CM, SY, HH",4,"4","22:00","22:30",30,120,0.5,"251","CLN","1310.9","1","95",NA,"1","60",NA,0,63,76,51,13.9,7.14,"144.7 uS","103 ppm","0.07 ppt","4/1/23, 10:00 PM",0
"GRAMPS_20230607","GRAMPS","Blue Oak Ranch Reserve",2023-06-07,0,0,0,0,0,0,0,0,62,0,"0","turtle, garter snake, PSRE meta; 10 inverts collected 6/7; WATER QUAL NOTES: also taken 6/5/23 at 12:21 PM in the day. temp: 24, pH: 8.03, cond: 127.5 uS, tds: 88.2 ppm, sal: 0.06 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","23:00","23:30",30,90,0.5,"97","CLN","392.95","0","75",NA,"1","100",NA,NA,97.4,94.2,89,22.6,9.21,"117.9","85.5 ppm","0.06 ppt","6/8/23",0
"WEST_20230608","WEST","Blue Oak Ranch Reserve",2023-06-08,1,0,0,0,0,0,1000,0,32,0,"0","night: RACA adults; PSRE meta, tad; BUBO meta, tad; PSRE adult calling;
day: BUBO metas, tads; PSRE meta, tads. POND PERI NOT SAFE; WATER QUAL NOTES: also taken in the day temp: 24.9, pH: 6.63, cond: 283 uS, tds: 201 ppm, sal: 0.14 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","23:29","23:59",30,90,0.5,NA,NA,"832.79","5","85",NA,"2","100",NA,NA,95.1,78.3,67,20.6,9.15,"293 uS","210 ppm","0.15","6/8/23 11:30 PM",0
"CABIN_20230607","CABIN","Blue Oak Ranch Reserve",2023-06-07,20,1,0,0,0,0,0,0,7,0,"0","Day: RACA tads, PSRE meta, Big plop (RASP), did passive eDNA sampling. POND PERI NOT SAFE; WATER QUAL NOTES: also taken 6/8/23 ~9:32 PM (during frogging), temp: 21.7, pH: 9.12, cond: 87.7 uS, sal: 0.04 ppt, tds: 64.2 ",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"4","21:32","22:02",30,120,NA,NA,NA,"1443.9","5","95",NA,"1","100",NA,0,74.2,84.6,115,20.4,8.59,"85.4 uS","60.6 ppm","0.04 ppt","6/7/23",0
"BARN_20230606","BARN","Blue Oak Ranch Reserve",2023-06-06,0,0,0,0,0,0,0,0,21,0,"0","did not get site parameters earlier; WATER QUAL NOTES: also taken 6/6/23 at 12:30 PM in the day, temp: 22.7, pH: 7.2, cond: 237 uS, tds: 168 ppm, sal: 0.12 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","21:02","21:32",30,90,NA,"38","CLN","55.05",NA,NA,NA,NA,NA,NA,NA,6.6,6.7,10,21.1,7.6,"164.6 uS","115 ppm","0.08 ppt","6/6/23, 9:02 PM",0
"NORTH_20230606","NORTH","Blue Oak Ranch Reserve",2023-06-06,0,0,0,0,0,0,0,0,120,0,"0","PSRE metas perimeter is 67 I forgot the number but was pretty sure it was 67",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"2.5","22:00","22:30",30,75,0,"67","CLN","112.65","1","40",NA,"1","100",NA,0,23.6,45,45.6,18.3,7.07,"188.9 uS","134 ppm","0.09 ppt","6/6/23",0
"GDPND004_20230602","GDPND004","Garin/Dry Creek Regional Park",2023-06-02,0,0,0,0,1,0,0,0,47,0,"0","garter snake, 2 ""big plops/big frogs,"" probs Ranids; no IDs, all psre caught in 13 mins; WATER QUAL NOTES: Oakton: temp: 29.3, pH: 9.5, cond: 547, tds: 434 ppm, sal: 0.3 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","16:30","17:00",30,90,0.5,"93",NA,"179.49","0","95",NA,"1","2",NA,0,13.9,23.5,21.8,29.9,8.81,"401","281 ppm","0.2 ppt","6/2/23, 4:30 PM",0
"GDPND005_20230602","GDPND005","Garin/Dry Creek Regional Park",2023-06-02,0,0,0,0,0,0,0,0,24,1,"0","GBH, PSRE metas, duck, newt adult, cows drinking, all psres caught in 15 mins; WATER QUAL NOTES: Oakton: temp: 25.8, pH: 7.21, cond: 500 uS/cm, tds: 372 ppm, sal: 0.30 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","14:15","14:45",30,90,1,"145","SLY","779.75","0","95",NA,"1","95",NA,1,35.2,33.8,25.2,26.3,6.45,"289 uS","207 ppm","0.14 ppt","6/2/23, 2:15 PM",0
"GDPND009_20230602","GDPND009","Garin/Dry Creek Regional Park",2023-06-02,0,0,1,0,0,0,0,0,25,1,"0","no cattails - weird, PSRE meta; presence of RADR, walked 1/3 of pond for peri and mulitplied those steps (59) times 3; WATER QUAL NOTES: Oakton: temp: 22.9, pH: 7.95, cond: 610, tds: 480, sal: 0.3 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","19:00","19:30",30,90,0.5,"77","CLN",NA,"30","50",NA,"1","90",NA,0,34,29,19,21.5,7.74,"450 uS","360","0.23 ppt","6/2/23, 7:00 PM",0
"GDPND006_20230602","GDPND006","Garin/Dry Creek Regional Park",2023-06-02,0,0,2,0,0,0,0,1,47,3,"0","garter snake, tads, 4 big plops during peri, PSRE tads, TASP larvae (TATO), unidentified big frog (2), RADR meta; WATER QUAL NOTES: Oakton: temp: 23.9, pH: 7.46, cond: 427 uS/cm, tds: 301 ppm, sal: 0.20 ppt",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","11:20","11:50",30,90,0.3,"140","SLY","665.88","0","99",NA,"1","2",NA,0,34.6,19.2,30.6,24.1,7.51,"26.5","190 ppm","0.11 ppt","6/2/23",0
"GDPND008_20230603","GDPND008","Garin/Dry Creek Regional Park",2023-06-03,0,0,0,0,0,0,0,0,54,2,"0","crazy pot holes all around pond, mud VERY sinky around edges, ""It's mostly holes and then sink""; WATER QUAL NOTES: sal was double-checked",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","19:00","19:30",30,90,0.3,"155","SLY","495.03","0","70",NA,NA,"100",NA,0,11.4,13.4,NA,24.9,6.38,"441 uS","315 ppm","0.22 ppt","6/3/23, 7:01 PM",0
"PRPND003_20230604","PRPND003","Pleasanton Ridge Regional Park",2023-06-04,0,0,0,0,0,1,23,1,0,0,"0","BUBO metas",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","14:00","14:30",30,90,2.5,"230","TSK","1311","0","100",NA,"0","0",NA,NA,6.8,6.2,6.6,30,8.12,"54.4 uS","38.5 ppm","0.03 ppt","6/4/23, 2:00 PM",0
"PRPND004_20230604","PRPND004","Pleasanton Ridge Regional Park",2023-06-04,0,0,0,0,0,4,0,0,0,0,"0","2 dead BUBO adults, 2 amplexing BUBO, saw 1 potential plumbus RASP. POND PERI NOT SAFE",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","11:27","11:57",30,90,1,NA,NA,"668.72","10","100",NA,NA,"0",NA,0,17,23.2,23.2,22.4,6.8,"99.6 uS","69.5 ppm","0.05 ppt","6/4/23",0
"PRPND010_20230603","PRPND010","Pleasanton Ridge Regional Park",2023-06-03,0,0,0,0,0,1,0,1,268,0,"0","overall estimate of psre metas ~400-500",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","12:18","12:48",30,90,0.5,"196","SLY","810.12","0","85",NA,"1","100",NA,0,74,104,114,29.7,6.19,"82.5 uS","54.3 ppm","0.04 ppt","6/3/23, 12:18 PM",0
"PRPND009_20230603","PRPND009","Pleasanton Ridge Regional Park",2023-06-03,0,0,0,0,0,0,3000,0,1500,0,"0","THOUSANDS of BUBO + PSRE babies; SO. MUCH. GRASS, all bubos caught in 4 mins, all psres caught in 15 mins, hard to walk without stepping on thousands of frogs",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"3","","",30,90,0,"197",NA,"1109.5","0","60",NA,"1","100",NA,NA,28.2,20.2,23.6,31.2,6.96,"85 uS","61.7 ppm","0.04 ppt","6/3/23, 3:17 PM",0
"PRPND002_20230604","PRPND002","Pleasanton Ridge Regional Park",2023-06-04,0,0,0,0,0,0,95,0,32,0,"0","BUBO metas, TASP larvae, no invert survey, dangerous, ""slug pond"" not because there were slugs but because Caitlin was a slug",NA,"CN, SY, LV, NS, HH, EB, EC, CM, TK",9,"1.5","16:30","17:00",30,45,4,NA,NA,"89.175","0","100",NA,"0","0",NA,0,6,6.2,5.4,33.1,7.221,"1275 uS","906 ppm","0.64 ppt","6/4/23, 4:31 PM",0
"GRAMPS_20230703","GRAMPS","Blue Oak Ranch Reserve",2023-07-03,0,0,0,0,0,0,0,0,221,0,"0","PSRE meta, TATO larvae, PSRE tads; WATER QUAL NOTES: also taken at 12:32 PM, 7/3/23 (temp: 32.1, pH: 8.42, cond: 142.3 uS, tds: 98.6 ppm, sal: 0.07 ppt)",NA,"CN, JE, OS, SY, KK, HH",6,"4","23:00","23:30",30,120,0.5,"79","CLN","328.29","0","0.5",NA,"1","100",NA,0,42,35.2,NA,22.2,8.18,"136 uS","95.5 ppm","0.07 ppt","7/3/23, 11:00 PM",0
"WEST_20230704","WEST","Blue Oak Ranch Reserve",2023-07-04,1,9,0,0,0,0,580,0,61,0,"0","Day: BUBO metas ""carpet"", pond peri we think it is SY, but not 100%
Night: area likely underestimated, fireworks",NA,"CN, JE, OS, SY, KK, HH",6,"4","22:00","22:30",30,120,1,"256","SLY","1209.4","1","90",NA,"1","85",NA,0,34,NA,NA,26.8,9.15,"27.8 uS","200 ppm","0.14 ppt","7/4/23",0
"CABIN_20230703","CABIN","Blue Oak Ranch Reserve",2023-07-03,8,8,1,0,1,0,0,0,13,0,"0","~12 RASP metas, +3 chirps, canopy was written as <3 that is dumb I made it 3",NA,"CN, JE, OS, SY, KK, HH",6,"3","21:12","21:42",30,90,0.5,"240","SLY","1427.7","3","90",NA,"1","70",NA,0,110,103,96,25.3,9.39,"104 uS","76.2 ppm","0.75 ppt","7/3/23, 9:12 PM",0
"BARN_20230704","BARN","Blue Oak Ranch Reserve",2023-07-04,0,0,0,0,0,0,0,0,1,0,"0","secchi taken 7/3/23; PSRE metas, CTS meta, newt larva, TAGR larva. POND PERI NOTE:  (maybe 36?); WATER QUAL NOTES: also taken at 4:30 PM, 7/3/23 (temp: 33.7, pH: 8.15, cond: 308 uS, tds: 227 ppm, 0.16 ppm)",NA,"CN, JE, OS, SY, KK, HH",6,"2 for 26 minutes, 1 for 15","0:00","0:26",26,67,0.5,"33","CLN","46.38","0","85",NA,"1","75",NA,0,2,3,4,18.2,6,"345 uS","245 ppm","0.17 ppt","7/5/23, 11:30 PM",0
"NORTH_20230706","NORTH","Blue Oak Ranch Reserve",2023-07-06,0,0,0,0,0,0,0,0,72,0,"0","Night: California tiger salamander",NA,"CN, JE, OS, SY, KK, HH",6,"2 for 30, 1 for 15","22:00","22:30",30,75,0,"53","SLY","84.151","5","40",NA,"2","100",NA,0,79.8,84.2,78.2,21.3,6.2,"233 uS","166 ppm","0.12 ppt","7/6/23, night",0
"GDPND004_20230705","GDPND004","Garin/Dry Creek Regional Park",2023-07-05,0,0,2,0,0,0,0,0,60,0,"0","RASP ""green;"" ""sludge pit,"" smelly water; Johnson Lab sampled this morning, eDNA may be contaminated",NA,"CN, JE, OS, SY, KK, HH",6,"3","14:45","15:15",30,90,1.5,"58","CLN","109.1","0","15",NA,"2","10",NA,0,4.4,2,7.5,30.5,7.93,"596 uS","436 ppm","0.31 ppt","7/5/23, 2:45 PM",0
"GDPND005_20230705","GDPND005","Garin/Dry Creek Regional Park",2023-07-05,0,0,0,0,1,0,0,0,99,0,"0","1 RACA, PSRE; WATER QUAL NOTES: weirdness w/ probe at last site (G6), graph symbol came up!",NA,"CN, JE, OS, SY, KK, HH",6,"3","13:00","13:30",30,90,1,"126","CLN","698.92","0","95",NA,"1","95",NA,0,60,82.3,86.2,29.1,6.62,"365 uS","261 ppm","0.18 ppt","7/5/23, 12:55 PM",0
"GDPND009_20230705","GDPND009","Garin/Dry Creek Regional Park",2023-07-05,0,0,0,0,0,0,0,0,1052,0,"0","PSRE everywhere, malformations/RIB everywhere, peri done by walking half the pond (29 steps) then mult by 2. POND AREA UNSAFE",NA,"CN, JE, OS, SY, KK, HH",6,"3","19:07","19:37",30,90,2,"58","CLN",NA,"20","3",NA,"2","95",NA,0,69.8,27.2,83.4,22.2,7.32,"450 uS","319 ppm","0.22 ppt","7/5/23, 7:07 PM",0
"GDPND006_20230705","GDPND006","Garin/Dry Creek Regional Park",2023-07-05,0,0,1,0,0,0,0,0,297,0,"0","tons PSRE metas, big plop no squeal - RADR?, garter snake, 1 adult PSRE, TATO larvae, TAGR larvae, +2 RADR (peri)",NA,"CN, JE, OS, SY, KK, HH",6,"3","10:45","11:15",30,90,1,"137","SLY","626.27","0","95",NA,"1","20",NA,0,24.2,21.6,22.6,23.4,7.6,"30.9 uS","220 ppm","0.15 ppt","7/5/23, 10:45 AM",0
"GDPND008_20230705","GDPND008","Garin/Dry Creek Regional Park",2023-07-05,0,0,0,0,0,0,0,0,31,0,"0","LOTS of holes, tons of tall grass, hard to access site",NA,"CN, JE, OS, SY, KK, HH",6,"3","17:21","17:51",30,90,1.5,"117","SLY","343.86","0","90",NA,"1","100",NA,0,6.2,9.8,10.6,28,6.98,"531 uS","379 ppm","0.27 ppt","7/5/23, 5:21 PM",0
"PRPND003_20230706","PRPND003","Pleasanton Ridge Regional Park",2023-07-06,0,0,0,0,0,0,163,0,13,0,"0","BUBO metas, PSRE metas, secchi reading 1  ""maybe 10.4 hard to read""",NA,"CN, JE, OS, SY, KK, HH",6,"3","16:45","17:15",30,90,0.5,"164","CLN","1012.9","0","100",NA,"0","0",NA,0,16.4,9.2,15.2,28.4,8,"66.9 uS","45.4 ppm","0.03 ppt","7/6/23, 4:45 PM",0
"PRPND004_20230706","PRPND004","Pleasanton Ridge Regional Park",2023-07-06,0,0,0,0,0,1,115,0,0,0,"0","1 PSRE meta, BUBO metas, BUBO tads, peri was written weird, ""146+"" so we got rid of it, we have area",NA,"CN, JE, OS, SY, KK, HH",6,"3","15:00","15:30",30,90,0.5,NA,"CLN","801.14","5","100",NA,"0","0",NA,0,30.75,27.5,26.25,24,6.56,"132.1 uS","95 ppm","0.07 ppt","7/6/23",0
"PRPND010_20230706","PRPND010","Pleasanton Ridge Regional Park",2023-07-06,0,0,0,0,0,0,0,0,1669,0,"0","tons of malformations!!, dead bird in pond, adult PSRE",NA,"CN, JE, OS, SY, KK, HH",6,"3","10:30","11:00",30,90,0.5,"153","CLN","689.93","0","50",NA,"1","100",NA,0,61,67,78.5,25.1,5.44,"102 uS","71.5 ppm","0.05 ppt","7/6/23, 10:30 AM",0
"PRPND009_20230706","PRPND009","Pleasanton Ridge Regional Park",2023-07-06,0,0,0,0,0,0,1010,0,2810,0,"0","""more PSRE than BUBO,"" PSRE w/ rib seen",NA,"CN, JE, OS, SY, KK, HH",6,"3","12:00","12:30",30,90,1,"119","CLN","676.1","0","70",NA,"1","100",NA,0,33.2,44.2,43,27.3,6.4,"97.9 uS","70.3 ppm","0.05 ppt","7/6/23, ~12 PM",0
"PRPND002_20230706","PRPND002","Pleasanton Ridge Regional Park",2023-07-06,0,0,0,0,0,0,19,0,12,0,"0","completely dry, BUBO metas, PSRE metas",NA,"CN, JE, OS, SY, KK, HH",6,"3","18:00","18:30",30,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PRPND003_20230805","PRPND003","Pleasanton Ridge Regional Park",2023-08-05,0,0,0,0,0,0,53,0,8,0,"0","cow herd actively drinking, garter snake x3, wasps; WATER QUAL NOTES: cond and sal units not specified",NA,"SY, LV, IR",3,"2","17:00","17:30",30,60,0.25,"157","SLY","948.42","0","1",NA,"0","0",NA,1,9.2,10,9.4,31.8,7.97,"77.8","54.7 ppm","0.04","2023-08-05",0
"PRPND010_20230805","PRPND010","Pleasanton Ridge Regional Park",2023-08-05,0,0,0,0,0,0,0,5,2578,0,"0","PSREs w/ rib = highly abundant; small bone pile",NA,"SY, LV, IR, CB, CM, MM, EAN",7,"3","8:30","9:00",30,90,0.5,"141","SLY","405.97","0","1",NA,"1","100",NA,0,9.4,29.4,10,25.3,6.86,"112.5 uS","80.1 ppm","0.06 ppt","2023-08-05",0
"GDPND006_20230806","GDPND006","Garin/Dry Creek Regional Park",2023-08-06,3,0,3,0,0,0,0,0,90,0,"0","semi fresh poop; RACA adult? definitely some dark bodied RASP; 3ish snakes, 2 garter, 1 western racer; PSRE metas, TASP larvae; no open water measurement taken",NA,"SY, CM, LV, IR, EN",5,"2","10:50","11:20",30,60,0.25,"157","SLY","475.51","0",NA,NA,"1","15",NA,1,12.1,14.1,13.6,27.8,7.27,"393 uS","182 ppm","0.20 ppt","2023-08-06",0
"WEST_20230803","WEST","Blue Oak Ranch Reserve",2023-08-03,9,0,0,0,0,2,130,0,13,0,"0","Night: lots of fresh cow poop; Day: cow herd, bullfrog tads seen but not in community survey, lots of meta BUBO + PSRE; canopy was listed as <1 but changed to 1",NA,"SY, LV, IR, CB, CM, MM, EAN",7,"3","23:00","23:30",30,90,0.25,"229","SLY","1462.7","1","1",NA,"1","10",NA,1,15.8,69.4,57,21.9,8.61,"564 uS","425 ppm","0.26 ppt","2023-08-03",0
"PRPND009_20230805","PRPND009","Pleasanton Ridge Regional Park",2023-08-05,0,0,0,0,0,0,403,0,2410,0,"0","Maggie the dog jumped in mid eDNA, 2 garter snakes, PSRE + BUBO metas",NA,"SY, LV, IR, CB, CM, MM, EAN",7,"3","10:00","10:30",30,90,0.5,"119","SLY","549.59","0","1",NA,"1","100",NA,0,22,23,24,26.5,6.6,"112.9 uS","81.2 ppm","0.06 ppt","2023-08-05",0
"PRPND004_20230805","PRPND004","Pleasanton Ridge Regional Park",2023-08-05,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,"Due to emergency (personnel), only had 1 person grab 10 bubo in 10 minutes, no other frog data collected; lots of breathing animals in pond, all BUBOs (likely only metas), wasps and fence lizards",NA,"SY, LV, IR, CB, CM, MM, EAN",7,NA,NA,NA,NA,NA,0.25,"154","SLY","496.44","0","1",NA,"1","0",NA,0,30.2,23.8,24.1,27.8,7.44,"163.7 uS","118 ppm","0.08 ppt","2023-08-05",0
"CABIN_20230804","CABIN","Blue Oak Ranch Reserve",2023-08-04,25,41,0,0,0,0,0,0,5,0,"0","Day: turtle, multiple large plops; Night: turtle, PSRE metas, lots of juv. RACA and RACA tads, RADR found but not swabbed; WATER QUAL NOTES: vial was left out 24 hrs (found next day in amphib bin)",NA,"SY, LV, IR, CB, CM, MM, EAN",7,"3","21:45","22:15",30,90,0.5,"243","SLY","1303.8","0","1",NA,"1","35",NA,0,33.5,63.2,60.4,23,8.67,"132.6 uS","95.4 ppm","0.07 ppt","2023-08-04",0
"GDPND005_20230806","GDPND005","Garin/Dry Creek Regional Park",2023-08-06,0,0,4,0,0,0,0,1,80,0,"0","cow herd after eDNA, one was already there before eDNA; garter snake, RADRs (adult + meta), PSRE (adult + meta)",NA,"SY, CM, LV, IR, EN",5,"2","13:00","13:30",30,60,NA,"170","SLY","644.09","0","1",NA,"1","95",NA,1,34.2,18,33.2,31.1,8.16,"395 uS","281 ppm","0.20 ppt","2023-08-06",0
"GRAMPS_20230806","GRAMPS","Blue Oak Ranch Reserve",2023-08-06,0,0,0,0,0,0,0,0,88,0,"0","Day: turtle x2, only few PSRE
Night: deer walking through x3, turtle; WATER QUAL NOTES: we also took one accidentally during the day (8/4/23) temp: 31.9, pH: 7.74, cond: 206 uS, tds: 144 ppm, sal: 0.10 ppt",NA,"SY, CM, LV, IR, EN",5,"3","20:40","21:10",30,90,0.25,"81","SLY","246.57","0","0",NA,"1","35",NA,0,57.5,42.5,61,26.2,7.8,"188 uS","134 ppm","0.10 ppt","2023-08-06",0
"BARN_20230806","BARN","Blue Oak Ranch Reserve",2023-08-06,0,0,0,0,0,0,0,0,7,0,"0","Day: disgusting, orange gray water, ~1 cm deep; no passive eDNA filters, eDNA water bottles not rinsed 7 times due to low water, no secchi;
Night: meta PSRE, one tiger salamander w/ spots!; WATER QUAL NOTES: we also took one accidentally during the day (8/4/23) temp: 35.2, pH: 6.77, cond: 492 uS, tds: 351 ppm, sal: 0.25 ppt",NA,"SY, CM, LV, IR, EN",5,"3","21:42","22:12",30,90,1.25,"14","SLY","7.324","0","0",NA,"2","0",NA,0,NA,NA,NA,20.7,6.91,"451 uS","322 ppm","0.22 ppt","2023-08-06",0
"NORTH_20230804","NORTH","Blue Oak Ranch Reserve",2023-08-04,0,0,0,0,0,0,0,0,101,0,"0","Night: puddle; adult tiger salamander x2; skipped passive eDNA due to pond size, too shallow for secchi",NA,"SY, LV, IR, CB, CM, MM, EAN",7,"3","1:00","1:30",30,90,1.5,"11","SLY","1.8461","0","0",NA,"1","0",NA,0,NA,NA,NA,12.1,7.64,"241 uS","175 ppm","0.12 ppt","2023-08-04",0
"GDPND004_20230806","GDPND004","Garin/Dry Creek Regional Park",2023-08-06,0,0,0,0,0,0,0,0,12,0,"0","very low water, almost completely green; small separated pools of varying depths, 3-4 inches deep on the higher spring, 0.5 inches deep on the main part of pond; tiny TASPs (too small and weak to swab), PSRE metas; eDNA was rinsed in deep puddles and fulled from various puddles, no passive eDNA filters, no secchi, no invert community (COLE, MOSQ, GERR, BELO, PHSP seen); perimeter was taken of the ""main pond"" on the bottom spring, area was a gross overestimate of wet areas, no percent cover taken; WATER QUAL NOTES: the inputted data was for the upper spring, but we also took water quality for the main body of the pond (lower spring) temp: 32.9, pH: 7.35, cond: 479 uS, tds: 340 ppm, sal: 0.24 ppt",NA,"SY, CM, LV, IR, EN",5,"2","15:00","15:30",30,60,0.13,"32","SLY","206.11","0",NA,NA,"2","0",NA,0,NA,NA,NA,33,7.47,"677 uS","483 ppm","0.33 ppt","2023-08-06",0
"PRPND002_20230805","PRPND002","Pleasanton Ridge Regional Park",2023-08-05,0,0,0,0,0,2,5,1,0,0,"0","completely dry, dry cow patties everywhere; BUBO meta/adults, PSRE adult",NA,"SY, LV, IR",3,"3","12:50","13:10",30,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
